incident_id,user_id,Incident_Description,Root_Cause,Resolution,Solution,Business_Impact,Subcategory_Id,created_at,updated_at,severity
14513094,8,Error reported in Invalid API Request: high latency. Impact on end-user experience observed.,"Service disruption in Invalid API Request due to unauthorized access, leading to revenue loss.","Service disruption in Invalid API Request due to network misconfiguration, leading to client dissatisfaction.","System encountered frequent errors in Invalid API Request, resulting in revenue loss.",Moderate disruption observed in Invalid API Request due to resource overload.,1008,2024-10-07 22:43:09,2024-10-21 00:37:36,Medium
37307237,3,"Performance degradation observed in Malformed Response with memory leaks detected, requiring immediate attention.",Error reported in Malformed Response: failed API calls. Impact on end-user experience observed.,"Performance degradation observed in Malformed Response with 99.9% failure rate, requiring immediate attention.","User reported Malformed Response issue causing revenue loss, impacting user satisfaction and business operations.",Moderate disruption observed in Malformed Response due to unauthorized access.,1009,2024-10-24 22:05:22,,Medium
6796024,9,Error reported in API Versioning Issues: frequent errors. Impact on critical operations observed.,"User reported API Versioning Issues issue causing revenue loss, impacting user satisfaction and business operations.","Performance degradation observed in API Versioning Issues with 99.9% failure rate, requiring immediate attention.","System encountered data corruption in API Versioning Issues, resulting in service inconsistency.",Moderate disruption observed in API Versioning Issues due to service downtime.,2000,2024-10-26 08:40:08,,Medium
80996362,10,"Operational downtime in Slow Page Load traced to network misconfiguration, causing service inconsistency.","Operational downtime in Slow Page Load traced to resource overload, causing business disruption.","Performance degradation observed in Slow Page Load with memory leaks detected, requiring immediate attention.","System encountered failed API calls in Slow Page Load, resulting in revenue loss.",Moderate disruption observed in Slow Page Load due to service downtime.,101,2024-10-10 18:01:23,2024-10-10 04:52:33,Medium
71491163,4,"Service disruption in Server Downtime due to service downtime, leading to client dissatisfaction.","User reported Server Downtime issue causing revenue loss, impacting user satisfaction and business operations.","User reported Server Downtime issue causing client dissatisfaction, impacting user satisfaction and business operations.","Service disruption in Server Downtime due to network misconfiguration, leading to client dissatisfaction.",Minimal impact caused by resource overload in Server Downtime.,102,2024-10-21 14:57:19,2024-10-13 03:53:42,Low
21880202,2,Error reported in Caching Problems: frequent errors. Impact on service reliability observed.,"System encountered failed API calls in Caching Problems, resulting in revenue loss.","Operational downtime in Caching Problems traced to service downtime, causing client dissatisfaction.","Performance degradation observed in Caching Problems with memory leaks detected, requiring immediate attention.",Moderate disruption observed in Caching Problems due to resource overload.,105,2024-10-03 05:07:21,2024-10-14 02:49:59,Medium
62009000,1,"System encountered failed API calls in Broken Links, resulting in revenue loss.","Service disruption in Broken Links due to network misconfiguration, leading to revenue loss.","Operational downtime in Broken Links traced to service downtime, causing service inconsistency.","User reported Broken Links issue causing service inconsistency, impacting user satisfaction and business operations.",Minimal impact caused by resource overload in Broken Links.,107,2024-10-05 06:55:33,,Low
7819116,1,Error reported in Third-Party Script Issues: unexpected outages. Impact on service reliability observed.,Error reported in Third-Party Script Issues: unexpected outages. Impact on critical operations observed.,"Performance degradation observed in Third-Party Script Issues with memory leaks detected, requiring immediate attention.","Performance degradation observed in Third-Party Script Issues with memory leaks detected, requiring immediate attention.",Moderate disruption observed in Third-Party Script Issues due to service downtime.,110,2024-10-03 23:29:32,,Medium
97021234,3,"Operational downtime in Order Processing Failure traced to service downtime, causing service inconsistency.","Performance degradation observed in Order Processing Failure with memory leaks detected, requiring immediate attention.","System encountered unexpected outages in Order Processing Failure, resulting in revenue loss.","Performance degradation observed in Order Processing Failure with high CPU usage, requiring immediate attention.",Minimal impact caused by resource overload in Order Processing Failure.,202,2024-10-20 20:13:20,2024-10-19 12:26:55,Low
71759765,4,"Operational downtime in Cart Not Updating traced to unauthorized access, causing business disruption.","Operational downtime in Cart Not Updating traced to resource overload, causing business disruption.","User reported Cart Not Updating issue causing business disruption, impacting user satisfaction and business operations.","Operational downtime in Cart Not Updating traced to service downtime, causing revenue loss.",Moderate disruption observed in Cart Not Updating due to network misconfiguration.,203,2024-10-19 05:15:51,,Medium
38216899,3,"User reported Shipping Address Error issue causing client dissatisfaction, impacting user satisfaction and business operations.","User reported Shipping Address Error issue causing business disruption, impacting user satisfaction and business operations.","User reported Shipping Address Error issue causing client dissatisfaction, impacting user satisfaction and business operations.","Service disruption in Shipping Address Error due to resource overload, leading to revenue loss.",Moderate disruption observed in Shipping Address Error due to network misconfiguration.,204,2024-10-29 10:05:14,2024-10-28 19:18:36,Medium
74683000,7,"Operational downtime in Order Duplication traced to unauthorized access, causing business disruption.","Service disruption in Order Duplication due to unauthorized access, leading to business disruption.","System encountered failed API calls in Order Duplication, resulting in service inconsistency.","User reported Order Duplication issue causing service inconsistency, impacting user satisfaction and business operations.",Minimal impact caused by resource overload in Order Duplication.,206,2024-10-16 18:39:07,,Low
73979702,8,"System encountered failed API calls in Invalid Promo Code, resulting in service inconsistency.","Service disruption in Invalid Promo Code due to network misconfiguration, leading to revenue loss.","Performance degradation observed in Invalid Promo Code with memory leaks detected, requiring immediate attention.","Operational downtime in Invalid Promo Code traced to resource overload, causing service inconsistency.",Critical issue in Invalid Promo Code causing service inconsistency.,207,2024-10-16 23:54:57,2024-10-15 13:33:15,High
87395713,1,"System encountered failed API calls in Discount Calculation Errors, resulting in service inconsistency.",Error reported in Discount Calculation Errors: failed API calls. Impact on service reliability observed.,Error reported in Discount Calculation Errors: high latency. Impact on service reliability observed.,Error reported in Discount Calculation Errors: high latency. Impact on critical operations observed.,Moderate disruption observed in Discount Calculation Errors due to resource overload.,208,2024-10-13 04:00:27,2024-10-27 14:25:36,Medium
1147480,5,"Service disruption in Checkout Timeout due to network misconfiguration, leading to client dissatisfaction.",Error reported in Checkout Timeout: high latency. Impact on service reliability observed.,"User reported Checkout Timeout issue causing client dissatisfaction, impacting user satisfaction and business operations.","User reported Checkout Timeout issue causing service inconsistency, impacting user satisfaction and business operations.",Moderate disruption observed in Checkout Timeout due to network misconfiguration.,209,2024-10-04 00:02:59,2024-10-04 07:45:23,Medium
61031921,4,"System encountered high latency in Guest Checkout Not Working, resulting in business disruption.","Service disruption in Guest Checkout Not Working due to service downtime, leading to business disruption.","System encountered failed API calls in Guest Checkout Not Working, resulting in business disruption.","Operational downtime in Guest Checkout Not Working traced to service downtime, causing service inconsistency.",Moderate disruption observed in Guest Checkout Not Working due to resource overload.,210,2024-10-23 12:33:00,,Medium
83375449,1,"Operational downtime in Password Reset Issues traced to unauthorized access, causing service inconsistency.","User reported Password Reset Issues issue causing client dissatisfaction, impacting user satisfaction and business operations.","Performance degradation observed in Password Reset Issues with 99.9% failure rate, requiring immediate attention.","System encountered high latency in Password Reset Issues, resulting in revenue loss.",Moderate disruption observed in Password Reset Issues due to unauthorized access.,302,2024-10-18 07:55:14,,Medium
42942670,3,"Service disruption in Two-Factor Authentication Failure due to unauthorized access, leading to business disruption.","Operational downtime in Two-Factor Authentication Failure traced to resource overload, causing business disruption.",Error reported in Two-Factor Authentication Failure: failed API calls. Impact on service reliability observed.,"User reported Two-Factor Authentication Failure issue causing client dissatisfaction, impacting user satisfaction and business operations.",Critical issue in Two-Factor Authentication Failure causing service inconsistency.,303,2024-10-12 04:46:55,2024-10-05 08:09:47,High
43612522,5,"System encountered data corruption in OAuth Token Expiry, resulting in revenue loss.",Error reported in OAuth Token Expiry: frequent errors. Impact on critical operations observed.,"System encountered data corruption in OAuth Token Expiry, resulting in revenue loss.","Performance degradation observed in OAuth Token Expiry with 99.9% failure rate, requiring immediate attention.",Minimal impact caused by unauthorized access in OAuth Token Expiry.,304,2024-10-08 07:26:26,,Low
41755772,2,"Service disruption in Session Timeout due to network misconfiguration, leading to revenue loss.","Operational downtime in Session Timeout traced to resource overload, causing service inconsistency.","Operational downtime in Session Timeout traced to network misconfiguration, causing client dissatisfaction.",Error reported in Session Timeout: frequent errors. Impact on critical operations observed.,Moderate disruption observed in Session Timeout due to resource overload.,305,2024-10-18 21:15:41,,Medium
1864508,3,"User reported Account Creation Errors issue causing service inconsistency, impacting user satisfaction and business operations.","Operational downtime in Account Creation Errors traced to network misconfiguration, causing business disruption.","Service disruption in Account Creation Errors due to service downtime, leading to client dissatisfaction.","Performance degradation observed in Account Creation Errors with memory leaks detected, requiring immediate attention.",Moderate disruption observed in Account Creation Errors due to resource overload.,306,2024-10-11 09:20:40,2024-10-27 19:49:53,Medium
97040831,1,"Performance degradation observed in Email Confirmation Error with high CPU usage, requiring immediate attention.","Performance degradation observed in Email Confirmation Error with memory leaks detected, requiring immediate attention.","Performance degradation observed in Email Confirmation Error with high CPU usage, requiring immediate attention.","Performance degradation observed in Email Confirmation Error with high CPU usage, requiring immediate attention.",Minimal impact caused by service downtime in Email Confirmation Error.,308,2024-10-29 15:09:39,2024-10-20 10:17:59,Low
89960144,9,"System encountered data corruption in Invalid Credentials, resulting in service inconsistency.","Performance degradation observed in Invalid Credentials with 99.9% failure rate, requiring immediate attention.","Performance degradation observed in Invalid Credentials with 99.9% failure rate, requiring immediate attention.","System encountered failed API calls in Invalid Credentials, resulting in client dissatisfaction.",Moderate disruption observed in Invalid Credentials due to service downtime.,309,2024-10-04 09:57:41,2024-10-10 20:04:35,Medium
50152397,5,"System encountered frequent errors in Account Lockouts, resulting in business disruption.","Operational downtime in Account Lockouts traced to resource overload, causing service inconsistency.","System encountered data corruption in Account Lockouts, resulting in service inconsistency.",Error reported in Account Lockouts: unexpected outages. Impact on end-user experience observed.,Critical issue in Account Lockouts causing client dissatisfaction.,302,2024-10-15 04:30:37,2024-10-06 03:06:50,High
82230098,1,"User reported Missing Products issue causing client dissatisfaction, impacting user satisfaction and business operations.",Error reported in Missing Products: failed API calls. Impact on service reliability observed.,"Operational downtime in Missing Products traced to resource overload, causing revenue loss.",Error reported in Missing Products: data corruption. Impact on service reliability observed.,Minimal impact caused by resource overload in Missing Products.,401,2024-10-12 23:35:04,2024-10-28 00:50:59,Low
70286411,7,"Service disruption in Search Issues due to service downtime, leading to service inconsistency.","Operational downtime in Search Issues traced to network misconfiguration, causing revenue loss.","System encountered frequent errors in Search Issues, resulting in client dissatisfaction.","Performance degradation observed in Search Issues with high CPU usage, requiring immediate attention.",Moderate disruption observed in Search Issues due to resource overload.,402,2024-10-05 03:36:32,,Medium
33324011,4,"User reported Incorrect Prices issue causing service inconsistency, impacting user satisfaction and business operations.","User reported Incorrect Prices issue causing service inconsistency, impacting user satisfaction and business operations.","System encountered high latency in Incorrect Prices, resulting in revenue loss.","User reported Incorrect Prices issue causing client dissatisfaction, impacting user satisfaction and business operations.",Moderate disruption observed in Incorrect Prices due to network misconfiguration.,403,2024-10-14 07:38:56,2024-10-01 08:41:10,Medium
30984051,9,"Service disruption in Product Unavailable due to resource overload, leading to business disruption.","Performance degradation observed in Product Unavailable with 99.9% failure rate, requiring immediate attention.",Error reported in Product Unavailable: unexpected outages. Impact on end-user experience observed.,Error reported in Product Unavailable: data corruption. Impact on service reliability observed.,Critical issue in Product Unavailable causing service inconsistency.,404,2024-10-24 17:01:47,2024-10-26 14:11:32,High
7415982,8,"System encountered failed API calls in Product Image Missing, resulting in service inconsistency.","User reported Product Image Missing issue causing service inconsistency, impacting user satisfaction and business operations.","Performance degradation observed in Product Image Missing with 99.9% failure rate, requiring immediate attention.","Service disruption in Product Image Missing due to service downtime, leading to client dissatisfaction.",Critical issue in Product Image Missing causing business disruption.,407,2024-10-03 22:50:48,2024-10-05 05:03:27,High
3494213,7,"Service disruption in Category Not Displaying due to network misconfiguration, leading to client dissatisfaction.","Service disruption in Category Not Displaying due to network misconfiguration, leading to business disruption.",Error reported in Category Not Displaying: frequent errors. Impact on end-user experience observed.,"Performance degradation observed in Category Not Displaying with high CPU usage, requiring immediate attention.",Critical issue in Category Not Displaying causing service inconsistency.,408,2024-10-04 02:15:45,,High
44094143,2,"System encountered data corruption in Related Products Missing, resulting in business disruption.","System encountered frequent errors in Related Products Missing, resulting in service inconsistency.",Error reported in Related Products Missing: frequent errors. Impact on service reliability observed.,"System encountered high latency in Related Products Missing, resulting in service inconsistency.",Minimal impact caused by service downtime in Related Products Missing.,409,2024-10-14 02:16:53,,Low
12906906,4,"System encountered frequent errors in Product Filtering Issues, resulting in revenue loss.",Error reported in Product Filtering Issues: unexpected outages. Impact on service reliability observed.,"System encountered failed API calls in Product Filtering Issues, resulting in revenue loss.",Error reported in Product Filtering Issues: failed API calls. Impact on critical operations observed.,Critical issue in Product Filtering Issues causing business disruption.,410,2024-10-02 08:57:48,2024-10-13 05:56:45,High
84090667,9,Error reported in Shipping Delays: high latency. Impact on critical operations observed.,Error reported in Shipping Delays: data corruption. Impact on service reliability observed.,Error reported in Shipping Delays: high latency. Impact on end-user experience observed.,Error reported in Shipping Delays: frequent errors. Impact on critical operations observed.,Critical issue in Shipping Delays causing business disruption.,501,2024-10-24 06:14:34,2024-10-20 01:12:41,High
23982036,10,"System encountered high latency in Tracking Number Errors, resulting in service inconsistency.","User reported Tracking Number Errors issue causing business disruption, impacting user satisfaction and business operations.","Performance degradation observed in Tracking Number Errors with memory leaks detected, requiring immediate attention.","System encountered frequent errors in Tracking Number Errors, resulting in revenue loss.",Minimal impact caused by network misconfiguration in Tracking Number Errors.,502,2024-10-02 04:17:03,2024-10-06 19:51:47,Low
65455453,5,"System encountered data corruption in Order Not Processed, resulting in revenue loss.","User reported Order Not Processed issue causing service inconsistency, impacting user satisfaction and business operations.","Service disruption in Order Not Processed due to unauthorized access, leading to service inconsistency.","Operational downtime in Order Not Processed traced to resource overload, causing revenue loss.",Minimal impact caused by resource overload in Order Not Processed.,503,2024-10-22 10:02:51,2024-10-27 08:37:43,Low
51112817,5,Error reported in Incorrect Order Shipment: failed API calls. Impact on service reliability observed.,"System encountered high latency in Incorrect Order Shipment, resulting in business disruption.","Performance degradation observed in Incorrect Order Shipment with 99.9% failure rate, requiring immediate attention.","Operational downtime in Incorrect Order Shipment traced to network misconfiguration, causing revenue loss.",Moderate disruption observed in Incorrect Order Shipment due to unauthorized access.,505,2024-10-07 19:15:04,2024-10-21 10:39:02,Medium
40787707,7,Error reported in Order Cancellation Failed: frequent errors. Impact on critical operations observed.,"User reported Order Cancellation Failed issue causing business disruption, impacting user satisfaction and business operations.","Performance degradation observed in Order Cancellation Failed with memory leaks detected, requiring immediate attention.","Operational downtime in Order Cancellation Failed traced to unauthorized access, causing business disruption.",Critical issue in Order Cancellation Failed causing business disruption.,506,2024-10-28 21:18:49,2024-10-13 21:28:20,High
18783654,5,Error reported in Order Not Received: frequent errors. Impact on service reliability observed.,"Performance degradation observed in Order Not Received with 99.9% failure rate, requiring immediate attention.","User reported Order Not Received issue causing service inconsistency, impacting user satisfaction and business operations.","Operational downtime in Order Not Received traced to resource overload, causing business disruption.",Critical issue in Order Not Received causing service inconsistency.,507,2024-10-24 21:55:56,,High
12161971,5,"Operational downtime in Return Not Processed traced to unauthorized access, causing service inconsistency.","Performance degradation observed in Return Not Processed with high CPU usage, requiring immediate attention.","User reported Return Not Processed issue causing service inconsistency, impacting user satisfaction and business operations.","Operational downtime in Return Not Processed traced to resource overload, causing revenue loss.",Moderate disruption observed in Return Not Processed due to unauthorized access.,508,2024-10-25 03:56:50,2024-10-24 08:09:01,Medium
53626766,7,"Service disruption in Exchange Delays due to service downtime, leading to service inconsistency.","Service disruption in Exchange Delays due to network misconfiguration, leading to client dissatisfaction.","User reported Exchange Delays issue causing client dissatisfaction, impacting user satisfaction and business operations.","User reported Exchange Delays issue causing service inconsistency, impacting user satisfaction and business operations.",Minimal impact caused by resource overload in Exchange Delays.,509,2024-10-11 16:35:23,,Low
91275397,7,"Service disruption in Promo Code Not Working due to unauthorized access, leading to revenue loss.","Operational downtime in Promo Code Not Working traced to service downtime, causing client dissatisfaction.","Service disruption in Promo Code Not Working due to service downtime, leading to service inconsistency.","System encountered failed API calls in Promo Code Not Working, resulting in client dissatisfaction.",Minimal impact caused by resource overload in Promo Code Not Working.,601,2024-10-25 17:10:58,2024-10-13 05:17:37,Low
64172413,2,Error reported in Sale Price Incorrect: unexpected outages. Impact on service reliability observed.,"Operational downtime in Sale Price Incorrect traced to service downtime, causing client dissatisfaction.",Error reported in Sale Price Incorrect: unexpected outages. Impact on end-user experience observed.,"User reported Sale Price Incorrect issue causing business disruption, impacting user satisfaction and business operations.",Critical issue in Sale Price Incorrect causing revenue loss.,603,2024-10-01 14:14:51,2024-10-29 07:47:14,High
69210213,6,"System encountered unexpected outages in Discount Expired Early, resulting in business disruption.",Error reported in Discount Expired Early: high latency. Impact on critical operations observed.,Error reported in Discount Expired Early: data corruption. Impact on end-user experience observed.,"Performance degradation observed in Discount Expired Early with memory leaks detected, requiring immediate attention.",Moderate disruption observed in Discount Expired Early due to unauthorized access.,604,2024-10-12 15:29:16,2024-10-26 07:03:27,Medium
5179141,2,"User reported Promotion Not Visible issue causing client dissatisfaction, impacting user satisfaction and business operations.","System encountered frequent errors in Promotion Not Visible, resulting in business disruption.",Error reported in Promotion Not Visible: data corruption. Impact on end-user experience observed.,"System encountered data corruption in Promotion Not Visible, resulting in business disruption.",Minimal impact caused by resource overload in Promotion Not Visible.,605,2024-10-24 16:50:54,,Low
63318346,5,"Service disruption in Bundle Discount Error due to resource overload, leading to service inconsistency.","System encountered high latency in Bundle Discount Error, resulting in revenue loss.","Operational downtime in Bundle Discount Error traced to resource overload, causing revenue loss.","System encountered high latency in Bundle Discount Error, resulting in revenue loss.",Critical issue in Bundle Discount Error causing business disruption.,607,2024-10-22 04:08:09,2024-10-08 23:00:50,High
90917940,4,"Operational downtime in Flash Sale Issue traced to unauthorized access, causing business disruption.","Performance degradation observed in Flash Sale Issue with high CPU usage, requiring immediate attention.","System encountered high latency in Flash Sale Issue, resulting in service inconsistency.","Service disruption in Flash Sale Issue due to resource overload, leading to business disruption.",Critical issue in Flash Sale Issue causing revenue loss.,608,2024-10-06 01:08:59,2024-10-09 13:17:27,High
43945643,8,"System encountered unexpected outages in Promotion Overlapping, resulting in service inconsistency.","Performance degradation observed in Promotion Overlapping with 99.9% failure rate, requiring immediate attention.","Performance degradation observed in Promotion Overlapping with high CPU usage, requiring immediate attention.","User reported Promotion Overlapping issue causing business disruption, impacting user satisfaction and business operations.",Moderate disruption observed in Promotion Overlapping due to service downtime.,609,2024-10-06 16:54:38,2024-10-29 06:02:18,Medium
64028724,5,"Operational downtime in Support Ticket Delays traced to network misconfiguration, causing business disruption.",Error reported in Support Ticket Delays: high latency. Impact on service reliability observed.,"System encountered failed API calls in Support Ticket Delays, resulting in client dissatisfaction.","Service disruption in Support Ticket Delays due to network misconfiguration, leading to client dissatisfaction.",Critical issue in Support Ticket Delays causing service inconsistency.,702,2024-10-17 11:39:46,,High
97860009,5,Error reported in Incorrect Support Information: data corruption. Impact on end-user experience observed.,Error reported in Incorrect Support Information: high latency. Impact on service reliability observed.,"System encountered frequent errors in Incorrect Support Information, resulting in client dissatisfaction.","Operational downtime in Incorrect Support Information traced to resource overload, causing service inconsistency.",Minimal impact caused by unauthorized access in Incorrect Support Information.,703,2024-10-04 14:49:43,2024-10-29 01:38:24,Low
77607089,2,"System encountered frequent errors in Chatbot Not Responding, resulting in service inconsistency.","Operational downtime in Chatbot Not Responding traced to service downtime, causing service inconsistency.","Service disruption in Chatbot Not Responding due to service downtime, leading to client dissatisfaction.","User reported Chatbot Not Responding issue causing business disruption, impacting user satisfaction and business operations.",Minimal impact caused by unauthorized access in Chatbot Not Responding.,705,2024-10-27 02:45:37,2024-10-03 11:34:29,Low
39341292,4,"Service disruption in Support Ticket Not Created due to unauthorized access, leading to service inconsistency.",Error reported in Support Ticket Not Created: frequent errors. Impact on end-user experience observed.,Error reported in Support Ticket Not Created: unexpected outages. Impact on end-user experience observed.,"Performance degradation observed in Support Ticket Not Created with memory leaks detected, requiring immediate attention.",Moderate disruption observed in Support Ticket Not Created due to network misconfiguration.,706,2024-10-22 17:57:34,2024-10-03 18:13:25,Medium
44718487,6,Error reported in Escalation Failure: failed API calls. Impact on critical operations observed.,"Operational downtime in Escalation Failure traced to network misconfiguration, causing client dissatisfaction.","Performance degradation observed in Escalation Failure with memory leaks detected, requiring immediate attention.","Operational downtime in Escalation Failure traced to network misconfiguration, causing business disruption.",Minimal impact caused by resource overload in Escalation Failure.,707,2024-10-08 06:43:46,2024-10-09 15:28:12,Low
50308484,7,Error reported in Callback Request Failed: data corruption. Impact on end-user experience observed.,Error reported in Callback Request Failed: frequent errors. Impact on end-user experience observed.,"User reported Callback Request Failed issue causing client dissatisfaction, impacting user satisfaction and business operations.","Performance degradation observed in Callback Request Failed with high CPU usage, requiring immediate attention.",Moderate disruption observed in Callback Request Failed due to resource overload.,708,2024-10-21 08:21:48,,Medium
80791810,7,"System encountered failed API calls in Support Chat Disconnected, resulting in client dissatisfaction.","Operational downtime in Support Chat Disconnected traced to resource overload, causing client dissatisfaction.","System encountered frequent errors in Support Chat Disconnected, resulting in service inconsistency.",Error reported in Support Chat Disconnected: frequent errors. Impact on service reliability observed.,Critical issue in Support Chat Disconnected causing client dissatisfaction.,709,2024-10-02 16:33:44,2024-10-09 04:54:24,High
53861439,2,Error reported in No Support Agent Available: unexpected outages. Impact on service reliability observed.,Error reported in No Support Agent Available: high latency. Impact on end-user experience observed.,"Operational downtime in No Support Agent Available traced to network misconfiguration, causing revenue loss.","Performance degradation observed in No Support Agent Available with 99.9% failure rate, requiring immediate attention.",Moderate disruption observed in No Support Agent Available due to service downtime.,710,2024-10-22 03:50:10,2024-10-25 12:47:12,Medium
96585580,10,"Performance degradation observed in Suspicious Activity with high CPU usage, requiring immediate attention.","User reported Suspicious Activity issue causing business disruption, impacting user satisfaction and business operations.","Performance degradation observed in Suspicious Activity with high CPU usage, requiring immediate attention.",Error reported in Suspicious Activity: high latency. Impact on critical operations observed.,Moderate disruption observed in Suspicious Activity due to resource overload.,802,2024-10-07 00:34:33,,Medium
33696319,10,"Service disruption in Data Breach due to resource overload, leading to business disruption.","Operational downtime in Data Breach traced to unauthorized access, causing revenue loss.",Error reported in Data Breach: high latency. Impact on critical operations observed.,"User reported Data Breach issue causing service inconsistency, impacting user satisfaction and business operations.",Moderate disruption observed in Data Breach due to network misconfiguration.,803,2024-10-05 15:47:08,2024-10-09 20:57:45,Medium
18496432,3,"System encountered high latency in Malware Detection, resulting in business disruption.","Service disruption in Malware Detection due to resource overload, leading to client dissatisfaction.","User reported Malware Detection issue causing client dissatisfaction, impacting user satisfaction and business operations.","System encountered high latency in Malware Detection, resulting in client dissatisfaction.",Moderate disruption observed in Malware Detection due to service downtime.,806,2024-10-04 11:46:22,,Medium
21701450,7,Error reported in SQL Injection: high latency. Impact on end-user experience observed.,"System encountered frequent errors in SQL Injection, resulting in business disruption.",Error reported in SQL Injection: failed API calls. Impact on service reliability observed.,"User reported SQL Injection issue causing client dissatisfaction, impacting user satisfaction and business operations.",Minimal impact caused by network misconfiguration in SQL Injection.,807,2024-10-27 21:50:20,2024-10-05 00:53:58,Low
33609955,5,"Service disruption in Cross-Site Scripting (XSS) due to unauthorized access, leading to revenue loss.",Error reported in Cross-Site Scripting (XSS): data corruption. Impact on critical operations observed.,"Performance degradation observed in Cross-Site Scripting (XSS) with memory leaks detected, requiring immediate attention.",Error reported in Cross-Site Scripting (XSS): data corruption. Impact on critical operations observed.,Moderate disruption observed in Cross-Site Scripting (XSS) due to network misconfiguration.,808,2024-10-14 23:22:56,2024-10-09 06:18:31,Medium
90781257,8,"Service disruption in Brute Force Attack due to network misconfiguration, leading to service inconsistency.","User reported Brute Force Attack issue causing business disruption, impacting user satisfaction and business operations.","Operational downtime in Brute Force Attack traced to service downtime, causing service inconsistency.","Service disruption in Brute Force Attack due to unauthorized access, leading to revenue loss.",Critical issue in Brute Force Attack causing service inconsistency.,809,2024-10-02 23:28:11,2024-10-28 14:19:04,High
17371160,6,"Service disruption in Privilege Escalation due to resource overload, leading to client dissatisfaction.","User reported Privilege Escalation issue causing business disruption, impacting user satisfaction and business operations.","Service disruption in Privilege Escalation due to service downtime, leading to client dissatisfaction.","Performance degradation observed in Privilege Escalation with high CPU usage, requiring immediate attention.",Critical issue in Privilege Escalation causing client dissatisfaction.,810,2024-10-01 08:23:28,2024-10-13 14:18:34,High
16576585,4,Error reported in Connection Timeout: failed API calls. Impact on end-user experience observed.,Error reported in Connection Timeout: data corruption. Impact on service reliability observed.,"User reported Connection Timeout issue causing revenue loss, impacting user satisfaction and business operations.",Error reported in Connection Timeout: frequent errors. Impact on end-user experience observed.,Minimal impact caused by unauthorized access in Connection Timeout.,901,2024-10-08 11:47:09,2024-10-28 13:31:07,Low
76623643,2,"Service disruption in Data Corruption due to network misconfiguration, leading to client dissatisfaction.","System encountered high latency in Data Corruption, resulting in business disruption.","Performance degradation observed in Data Corruption with high CPU usage, requiring immediate attention.",Error reported in Data Corruption: frequent errors. Impact on end-user experience observed.,Critical issue in Data Corruption causing service inconsistency.,902,2024-10-04 22:25:02,2024-10-22 12:12:26,High
19507148,3,"System encountered data corruption in Synchronization Issues, resulting in client dissatisfaction.","Service disruption in Synchronization Issues due to service downtime, leading to business disruption.","Performance degradation observed in Synchronization Issues with high CPU usage, requiring immediate attention.","System encountered unexpected outages in Synchronization Issues, resulting in client dissatisfaction.",Critical issue in Synchronization Issues causing service inconsistency.,903,2024-10-03 03:27:27,,High
31972210,4,"Performance degradation observed in Query Performance Issues with memory leaks detected, requiring immediate attention.","Operational downtime in Query Performance Issues traced to unauthorized access, causing business disruption.","Service disruption in Query Performance Issues due to network misconfiguration, leading to service inconsistency.","System encountered data corruption in Query Performance Issues, resulting in revenue loss.",Critical issue in Query Performance Issues causing revenue loss.,905,2024-10-21 18:12:08,2024-10-01 05:34:29,High
75739144,9,Error reported in Data Backup Failure: failed API calls. Impact on end-user experience observed.,"System encountered high latency in Data Backup Failure, resulting in business disruption.",Error reported in Data Backup Failure: failed API calls. Impact on service reliability observed.,"Operational downtime in Data Backup Failure traced to service downtime, causing service inconsistency.",Minimal impact caused by resource overload in Data Backup Failure.,906,2024-10-08 21:40:18,2024-10-14 03:13:22,Low
69363984,1,"System encountered data corruption in Data Loss, resulting in service inconsistency.","Service disruption in Data Loss due to unauthorized access, leading to business disruption.","Operational downtime in Data Loss traced to service downtime, causing business disruption.",Error reported in Data Loss: frequent errors. Impact on end-user experience observed.,Critical issue in Data Loss causing service inconsistency.,907,2024-10-25 08:28:18,2024-10-19 16:48:42,High
45461309,3,"Operational downtime in Primary Key Violation traced to service downtime, causing revenue loss.","Operational downtime in Primary Key Violation traced to network misconfiguration, causing client dissatisfaction.",Error reported in Primary Key Violation: unexpected outages. Impact on end-user experience observed.,"Service disruption in Primary Key Violation due to unauthorized access, leading to client dissatisfaction.",Moderate disruption observed in Primary Key Violation due to network misconfiguration.,908,2024-10-03 06:12:51,2024-10-25 04:40:29,Medium
48949338,1,"Performance degradation observed in Foreign Key Constraint Error with memory leaks detected, requiring immediate attention.","User reported Foreign Key Constraint Error issue causing service inconsistency, impacting user satisfaction and business operations.","Performance degradation observed in Foreign Key Constraint Error with high CPU usage, requiring immediate attention.","Service disruption in Foreign Key Constraint Error due to resource overload, leading to business disruption.",Critical issue in Foreign Key Constraint Error causing client dissatisfaction.,909,2024-10-14 13:15:46,,High
18663984,1,"Service disruption in Database Locking due to service downtime, leading to client dissatisfaction.","System encountered unexpected outages in Database Locking, resulting in service inconsistency.","Operational downtime in Database Locking traced to network misconfiguration, causing client dissatisfaction.","User reported Database Locking issue causing client dissatisfaction, impacting user satisfaction and business operations.",Minimal impact caused by network misconfiguration in Database Locking.,910,2024-10-08 22:02:23,,Low
